bitcoin_cash,bitcoin,bitconnect,dash,ethereum_classic,ethereum,iota,litecoin,nem,monero,numeraire,omisego,neo,ripple,stratis,qtum,waves
"7,207,770,000","72,047,300,000","932,178,000","2,481,300,000","1,246,600,000","28,615,200,000","1,728,170,000","2,931,740,000","2,120,520,000","1,448,800,000","18,394,200","994,233,000","1,705,880,000","7,577,590,000","440,100,000","683,566,000","502,985,000"
"7,258,880,000","69,136,600,000","889,567,000","2,483,630,000","1,200,620,000","27,655,200,000","1,624,130,000","2,797,460,000","2,126,640,000","1,430,900,000","18,409,000","957,899,000","1,429,500,000","7,431,970,000","440,203,000","576,371,000","493,143,000"
"7,441,960,000","69,219,200,000","895,647,000","2,563,340,000","1,225,220,000","28,375,900,000","1,654,220,000","2,875,460,000","2,143,400,000","1,473,750,000","19,254,500","1,029,050,000","1,512,530,000","7,519,420,000","471,559,000","587,845,000","476,743,000"
"7,592,000,000","69,633,200,000","861,593,000","2,623,640,000","1,211,380,000","29,068,700,000","1,527,800,000","2,986,370,000","2,192,630,000","1,528,970,000","21,268,800","1,017,090,000","1,589,170,000","7,765,860,000","469,867,000","586,983,000","516,674,000"
"7,343,490,000","64,579,200,000","800,032,000","2,567,810,000","1,077,120,000","27,219,400,000","1,429,300,000","2,739,380,000","2,052,900,000","1,404,030,000","18,785,600","961,863,000","1,316,040,000","7,105,010,000","433,440,000","552,811,000","477,461,000"
"7,400,020,000","65,161,000,000","796,741,000","2,615,520,000","1,041,640,000","27,720,000,000","1,547,280,000","2,744,540,000","2,090,240,000","1,419,730,000","19,222,600","984,356,000","1,305,990,000","6,977,340,000","416,859,000","553,598,000","422,807,000"
"6,971,280,000","61,061,100,000","742,949,000","2,505,380,000","997,582,000","26,755,500,000","1,457,720,000","2,527,830,000","1,945,050,000","1,352,120,000","19,416,300","851,863,000","989,892,000","6,730,080,000","392,654,000","473,818,000","396,943,000"
"7,121,950,000","62,954,300,000","765,508,000","2,654,460,000","1,016,090,000","27,129,900,000","1,502,440,000","2,613,620,000","1,994,570,000","1,387,760,000","17,157,200","885,388,000","1,008,660,000","6,831,900,000","412,920,000","477,945,000","396,513,000"
"6,895,970,000","60,190,000,000","739,413,000","2,626,220,000","978,077,000","25,077,100,000","1,410,930,000","2,554,900,000","1,889,590,000","1,329,730,000","16,252,500","851,587,000","929,086,000","6,647,700,000","388,161,000","454,162,000","375,579,000"
"6,937,170,000","60,152,300,000","733,372,000","2,507,060,000","967,000,000","24,458,400,000","1,387,500,000","2,474,380,000","1,900,040,000","1,301,560,000","16,441,500","799,239,000","869,657,000","6,578,530,000","397,230,000","433,000,000","365,050,000"
